age,sex,geo\time	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 
Y15-24,M,DE247	: 	19.4 	8.1 	10.6 	14.2 	16.8 	19.0 	15.4 	6.7 	: 	: 	: 
Y15-24,M,DE248	: 	14.4 	7.1 	8.2 	10.1 	12.3 	11.4 	9.3 	4.6 	: 	: 	: 
Y15-24,M,DE249	: 	16.8 	9.4 	12.0 	14.8 	19.4 	20.0 	16.9 	8.1 	: 	: 	: 
Y15-24,M,DE24A	: 	16.9 	7.0 	9.4 	13.2 	16.9 	15.4 	13.6 	6.5 	: 	: 	: 
Y15-24,M,DE24B	: 	20.2 	11.1 	13.1 	16.8 	21.1 	20.0 	16.6 	8.1 	: 	: 	: 
Y15-24,M,DE24C	: 	15.3 	8.0 	12.4 	15.1 	16.6 	17.3 	14.8 	6.8 	: 	: 	: 
Y15-24,M,DE24D	: 	18.3 	10.5 	12.6 	15.5 	19.7 	17.8 	17.4 	8.4 	: 	: 	: 
Y15-24,M,DE25	9.5 	10.9 	7.9 	9.1 	9.5 	13.4 	8.6 	7.4 	8.3 	4.6 	5.8 	7.8 
Y15-24,M,DE251	: 	14.2 	9.4 	10.3 	10.7 	16.4 	11.0 	9.0 	9.8 	: 	: 	: 
Y15-24,M,DE252	: 	8.5 	6.3 	8.2 	7.7 	12.9 	8.1 	7.4 	7.6 	: 	: 	: 
Y15-24,M,DE253	: 	15.7 	11.0 	12.6 	13.9 	18.1 	9.8 	9.0 	11.4 	: 	: 	: 
Y15-24,M,DE254	: 	16.2 	12.9 	14.5 	14.5 	17.8 	10.8 	9.4 	10.9 	: 	: 	: 
Y15-24,M,DE255	: 	10.8 	7.7 	9.3 	9.4 	13.4 	8.9 	8.0 	8.7 	: 	: 	: 
Y15-24,M,DE256	: 	8.7 	6.1 	7.1 	7.7 	12.3 	7.7 	6.7 	7.3 	: 	: 	: 
Y15-24,M,DE257	: 	6.2 	3.8 	4.7 	5.6 	9.4 	7.3 	6.0 	6.6 	: 	: 	: 
Y15-24,M,DE258	: 	8.7 	5.9 	7.4 	7.9 	9.7 	6.4 	5.5 	6.6 	: 	: 	: 
Y15-24,M,DE259	: 	8.0 	5.9 	7.1 	7.0 	10.7 	7.9 	6.4 	6.4 	: 	: 	: 
Y15-24,M,DE25A	: 	8.4 	5.9 	6.8 	7.8 	11.3 	7.8 	6.4 	7.1 	: 	: 	: 
Y15-24,M,DE25B	: 	7.5 	4.6 	5.3 	5.9 	9.1 	6.1 	5.2 	5.5 	: 	: 	: 
Y15-24,M,DE25C	: 	9.4 	5.7 	7.0 	7.9 	12.7 	8.6 	7.0 	7.9 	: 	: 	: 
Y15-24,M,DE26	9.0 	10.5 	7.3 	11.2 	8.7 	16.6 	15.8 	9.7 	6.2 	2.9 	5.1 	10.2 
Y15-24,M,DE261	: 	17.3 	11.8 	17.5 	11.2 	21.5 	19.2 	12.8 	9.0 	: 	: 	: 
Y15-24,M,DE262	: 	17.0 	14.6 	17.3 	13.6 	25.7 	24.1 	17.0 	11.1 	: 	: 	: 
Y15-24,M,DE263	: 	9.4 	8.8 	13.2 	11.7 	22.6 	19.9 	10.7 	7.1 	: 	: 	: 
Y15-24,M,DE264	: 	9.8 	6.4 	10.9 	7.8 	14.1 	13.8 	8.5 	5.3 	: 	: 	: 
Y15-24,M,DE265	: 	10.9 	8.3 	13.6 	10.6 	20.1 	19.8 	12.0 	7.6 	: 	: 	: 
Y15-24,M,DE266	: 	12.2 	7.7 	12.8 	10.2 	19.9 	16.6 	11.3 	7.8 	: 	: 	: 
Y15-24,M,DE267	: 	12.2 	7.8 	11.4 	8.9 	15.8 	17.7 	11.2 	6.5 	: 	: 	: 
Y15-24,M,DE268	: 	7.9 	6.4 	10.3 	7.7 	14.6 	12.9 	7.3 	5.0 	: 	: 	: 
Y15-24,M,DE269	: 	11.0 	6.3 	10.3 	7.7 	15.3 	15.8 	9.8 	6.1 	: 	: 	: 
Y15-24,M,DE26A	: 	10.3 	5.2 	8.6 	7.2 	14.3 	13.5 	7.9 	4.6 	: 	: 	: 
Y15-24,M,DE26B	: 	9.6 	6.7 	9.4 	7.5 	12.5 	12.1 	8.2 	5.9 	: 	: 	: 
Y15-24,M,DE26C	: 	7.4 	6.2 	8.2 	6.8 	14.2 	13.5 	7.3 	4.4 	: 	: 	: 
Y15-24,M,DE27	5.9 	8.1 	5.8 	5.9 	7.8 	9.8 	11.0 	7.9 	3.7 	3.0 	3.6 	6.8 
Y15-24,M,DE271	: 	13.1 	11.2 	11.7 	13.9 	16.9 	18.1 	12.2 	5.6 	: 	: 	: 
Y15-24,M,DE272	: 	13.9 	11.0 	9.7 	13.2 	16.6 	17.3 	12.6 	5.4 	: 	: 	: 
Y15-24,M,DE273	: 	12.9 	8.9 	7.5 	10.7 	14.5 	13.1 	10.3 	5.2 	: 	: 	: 
Y15-24,M,DE274	: 	10.9 	5.7 	4.9 	8.6 	12.3 	12.1 	9.7 	4.7 	: 	: 	: 
Y15-24,M,DE275	: 	7.3 	6.0 	5.7 	7.6 	9.0 	10.8 	7.3 	3.2 	: 	: 	: 
Y15-24,M,DE276	: 	7.2 	6.0 	6.1 	7.4 	9.1 	11.2 	7.4 	3.3 	: 	: 	: 
Y15-24,M,DE277	: 	5.2 	3.6 	4.2 	5.9 	8.3 	8.8 	6.8 	3.1 	: 	: 	: 
Y15-24,M,DE278	: 	8.5 	4.3 	5.8 	8.0 	9.5 	10.6 	8.0 	4.3 	: 	: 	: 
Y15-24,M,DE279	: 	8.6 	4.2 	4.5 	6.7 	8.8 	10.6 	7.5 	3.6 	: 	: 	: 
Y15-24,M,DE27A	: 	7.1 	3.7 	4.7 	5.4 	6.5 	7.3 	5.8 	2.6 	: 	: 	: 
Y15-24,M,DE27B	: 	7.2 	4.7 	4.4 	6.2 	8.1 	9.9 	6.7 	2.9 	: 	: 	: 
Y15-24,M,DE27C	: 	6.0 	3.7 	3.7 	5.4 	7.0 	8.6 	5.8 	3.0 	: 	: 	: 
Y15-24,M,DE27D	: 	5.3 	3.2 	3.6 	5.4 	7.1 	6.7 	5.8 	2.6 	: 	: 	: 
Y15-24,M,DE27E	: 	6.2 	5.5 	5.4 	6.5 	7.9 	8.4 	6.7 	3.1 	: 	: 	: 
Y15-24,M,DE3	18.9 	20.8 	20.1 	26.0 	30.0 	27.8 	23.8 	26.5 	22.6 	18.9 	18.0 	20.2 
Y15-24,M,DE30	18.9 	20.8 	20.1 	26.0 	30.0 	27.8 	23.8 	26.5 	22.6 	18.9 	14.1 	14.4 
Y15-24,M,DE300	: 	20.8 	20.1 	26.0 	30.0 	27.8 	23.8 	26.5 	22.6 	: 	: 	: 
Y15-24,M,DE4	15.1 	19.7 	15.5 	17.4 	21.5 	22.5 	24.1 	21.0 	21.6 	17.6 	21.1 	13.8 
Y15-24,M,DE41	17.8 	22.9 	16.6 	19.8 	22.2 	25.3 	30.3 	: 	: 	: 	: 	: 
Y15-24,M,DE411	: 	27.0 	18.5 	20.0 	25.4 	28.8 	31.0 	: 	: 	: 	: 	: 
Y15-24,M,DE412	: 	23.1 	17.7 	19.9 	21.2 	25.5 	28.6 	: 	: 	: 	: 	: 
Y15-24,M,DE413	: 	20.8 	14.8 	18.0 	19.2 	22.6 	29.7 	: 	: 	: 	: 	: 
Y15-24,M,DE414	: 	20.1 	15.9 	20.2 	22.5 	24.6 	30.6 	: 	: 	: 	: 	: 
Y15-24,M,DE415	: 	23.0 	15.6 	18.7 	21.0 	24.1 	28.8 	: 	: 	: 	: 	: 
Y15-24,M,DE416	: 	24.3 	18.0 	23.2 	24.6 	25.7 	29.7 	: 	: 	: 	: 	: 
Y15-24,M,DE417	: 	22.3 	13.2 	16.2 	21.0 	26.6 	29.5 	: 	: 	: 	: 	: 
Y15-24,M,DE418	: 	27.2 	20.8 	23.1 	26.8 	28.6 	35.8 	: 	: 	: 	: 	: 
Y15-24,M,DE42	13.0 	16.7 	14.6 	15.6 	21.0 	19.9 	19.2 	: 	: 	: 	: 	: 
Y15-24,M,DE421	: 	21.8 	19.5 	21.9 	30.2 	28.5 	20.0 	: 	: 	: 	: 	: 
Y15-24,M,DE422	: 	22.7 	21.0 	24.1 	28.3 	24.2 	24.7 	: 	: 	: 	: 	: 
Y15-24,M,DE423	: 	13.1 	11.5 	12.6 	16.7 	17.5 	16.5 	: 	: 	: 	: 	: 
Y15-24,M,DE424	: 	13.0 	11.5 	11.8 	17.4 	16.4 	16.9 	: 	: 	: 	: 	: 
Y15-24,M,DE425	: 	19.6 	16.8 	17.9 	24.5 	20.4 	19.9 	: 	: 	: 	: 	: 
Y15-24,M,DE426	: 	15.8 	13.1 	14.9 	21.0 	20.6 	21.7 	: 	: 	: 	: 	: 
Y15-24,M,DE427	: 	19.5 	17.0 	17.5 	25.3 	23.0 	22.3 	: 	: 	: 	: 	: 
Y15-24,M,DE428	: 	14.5 	12.5 	12.8 	17.6 	17.1 	16.0 	: 	: 	: 	: 	: 
Y15-24,M,DE429	: 	16.5 	15.2 	16.2 	20.7 	21.2 	20.7 	: 	: 	: 	: 	: 
Y15-24,M,DE42A	: 	16.4 	14.1 	13.7 	17.0 	17.4 	16.3 	: 	: 	: 	: 	: 
Y15-24,M,DE5	9.8 	3.6 	10.9 	10.0 	18.3 	20.6 	22.7 	20.3 	20.8 	12.9 	11.3 	14.2 
Y15-24,M,DE50	9.8 	3.6 	10.9 	10.0 	18.3 	20.6 	22.7 	20.3 	20.8 	12.9 	11.3 	14.2 
Y15-24,M,DE501	: 	3.4 	9.4 	8.5 	15.9 	18.6 	20.5 	18.6 	19.0 	: 	: 	: 
Y15-24,M,DE502	: 	4.5 	17.0 	16.3 	28.5 	29.5 	33.2 	28.2 	28.1 	: 	: 	: 
Y15-24,M,DE6	8.2 	13.5 	13.9 	11.9 	18.9 	19.0 	15.5 	12.6 	12.7 	10.7 	8.7 	16.7 
Y15-24,M,DE60	8.2 	13.5 	13.9 	11.9 	18.9 	19.0 	15.5 	12.6 	12.7 	10.7 	8.7 	16.7 
Y15-24,M,DE600	: 	13.5 	13.9 	11.9 	18.9 	19.0 	15.5 	12.6 	12.7 	: 	: 	: 
Y15-24,M,DE7	12.2 	11.7 	11.2 	13.5 	14.5 	14.4 	15.3 	13.3 	10.2 	6.8 	7.0 	8.6 
Y15-24,M,DE71	12.7 	12.1 	10.8 	12.5 	14.7 	13.7 	15.1 	11.6 	9.2 	5.9 	6.0 	7.6 
Y15-24,M,DE711	: 	11.5 	11.9 	14.6 	14.6 	13.8 	17.3 	12.9 	9.4 	: 	: 	: 
Y15-24,M,DE712	: 	16.5 	16.7 	19.0 	20.9 	17.6 	16.0 	12.7 	9.6 	: 	: 	: 
Y15-24,M,DE713	: 	17.1 	15.6 	14.3 	20.2 	21.2 	23.3 	18.9 	12.9 	: 	: 	: 
Y15-24,M,DE714	: 	15.5 	14.5 	14.7 	18.3 	19.9 	19.6 	14.8 	12.6 	: 	: 	: 
Y15-24,M,DE715	: 	10.0 	7.6 	12.0 	15.0 	13.7 	14.8 	10.9 	8.4 	: 	: 	: 
Y15-24,M,DE716	: 	10.4 	8.6 	10.3 	13.4 	12.1 	14.3 	11.4 	9.1 	: 	: 	: 
Y15-24,M,DE717	: 	12.0 	10.3 	13.2 	14.9 	13.7 	15.1 	11.1 	8.8 	: 	: 	: 
Y15-24,M,DE718	: 	7.7 	7.5 	8.6 	10.6 	10.8 	12.1 	8.3 	6.4 	: 	: 	: 
Y15-24,M,DE719	: 	10.9 	8.9 	10.3 	12.2 	11.4 	13.7 	11.4 	10.2 	: 	: 	: 
Y15-24,M,DE71A	: 	8.6 	5.9 	8.0 	9.1 	8.4 	10.1 	7.3 	5.6 	: 	: 	: 
Y15-24,M,DE71B	: 	11.4 	8.7 	11.2 	13.6 	11.9 	15.7 	11.2 	9.0 	: 	: 	: 
Y15-24,M,DE71C	: 	12.4 	11.6 	11.8 	12.2 	10.9 	13.5 	10.7 	8.2 	: 	: 	: 
Y15-24,M,DE71D	: 	8.3 	8.3 	9.9 	11.0 	11.6 	13.1 	10.3 	7.7 	: 	: 	: 
Y15-24,M,DE71E	: 	12.4 	10.1 	11.2 	14.2 	14.0 	16.2 	12.5 	10.3 	: 	: 	: 
Y15-24,M,DE72	12.7 	11.9 	13.6 	12.7 	15.6 	17.7 	14.9 	14.4 	8.1 	5.9 	8.8 	9.3 
Y15-24,M,DE721	: 	12.8 	17.9 	18.5 	19.8 	21.4 	17.3 	17.9 	10.1 	: 	: 	: 
Y15-24,M,DE722	: 	12.8 	13.4 	11.3 	14.6 	16.9 	14.9 	14.1 	7.8 	: 	: 	: 
Y15-24,M,DE723	: 	11.3 	13.0 	11.5 	15.3 	17.5 	15.2 	13.7 	7.2 	: 	: 	: 
Y15-24,M,DE724	: 	11.4 	11.3 	9.6 	12.7 	15.9 	12.6 	12.4 	7.0 	: 	: 	: 
Y15-24,M,DE725	: 	9.5 	10.6 	11.8 	15.1 	16.1 	14.3 	13.4 	8.3 	: 	: 	: 
Y15-24,M,DE73	10.5 	10.6 	10.2 	17.4 	13.0 	13.3 	16.1 	16.5 	14.5 	9.9 	7.9 	10.6 
Y15-24,M,DE731	: 	17.3 	17.4 	29.0 	21.8 	20.6 	22.5 	24.1 	23.3 	: 	: 	: 
Y15-24,M,DE732	: 	7.4 	6.9 	11.4 	7.7 	10.1 	13.7 	14.0 	11.4 	: 	: 	: 
Y15-24,M,DE733	: 	9.8 	9.6 	15.9 	12.5 	13.7 	14.9 	15.7 	12.7 	: 	: 	: 
Y15-24,M,DE734	: 	9.5 	9.0 	15.7 	12.9 	12.1 	14.5 	15.1 	13.6 	: 	: 	: 
Y15-24,M,DE735	: 	9.0 	9.6 	17.4 	13.5 	13.2 	15.8 	15.9 	14.2 	: 	: 	: 
Y15-24,M,DE736	: 	10.5 	9.4 	14.8 	10.2 	10.5 	14.6 	14.6 	11.1 	: 	: 	: 
Y15-24,M,DE737	: 	12.9 	12.2 	22.6 	15.0 	14.6 	18.8 	18.3 	18.4 	: 	: 	: 
Y15-24,M,DE8	16.1 	17.6 	16.1 	21.0 	21.2 	22.5 	21.3 	25.0 	16.2 	16.4 	15.0 	12.0 
Y15-24,M,DE80	16.1 	17.6 	16.1 	21.0 	21.2 	22.5 	21.3 	25.0 	16.2 	16.4 	15.0 	12.0 
Y15-24,M,DE801	: 	18.7 	19.8 	25.2 	24.4 	30.9 	29.7 	34.7 	21.1 	: 	: 	: 
Y15-24,M,DE802	: 	22.2 	21.8 	26.6 	23.0 	26.3 	27.3 	30.3 	20.2 	: 	: 	: 
Y15-24,M,DE803	: 	17.6 	17.3 	22.1 	21.8 	23.5 	19.8 	26.7 	16.5 	: 	: 	: 
Y15-24,M,DE804	: 	20.2 	17.5 	24.8 	21.8 	22.4 	19.4 	24.1 	15.0 	: 	: 	: 
Y15-24,M,DE805	: 	24.4 	22.7 	29.0 	26.5 	27.3 	28.4 	33.5 	21.2 	: 	: 	: 
Y15-24,M,DE806	: 	20.0 	17.3 	22.0 	21.2 	19.6 	20.1 	22.5 	15.2 	: 	: 	: 
Y15-24,M,DE807	: 	13.5 	12.1 	15.7 	18.3 	19.3 	18.2 	22.9 	14.0 	: 	: 	: 
Y15-24,M,DE808	: 	20.0 	17.9 	21.2 	22.8 	23.8 	25.0 	28.3 	18.3 	: 	: 	: 
Y15-24,M,DE809	: 	17.6 	15.4 	19.4 	20.3 	23.6 	22.5 	24.8 	16.9 	: 	: 	: 
Y15-24,M,DE80A	: 	13.6 	12.0 	16.4 	18.1 	17.8 	15.0 	18.1 	11.3 	: 	: 	: 
Y15-24,M,DE80B	: 	15.9 	15.4 	20.3 	20.5 	22.8 	23.1 	26.4 	18.1 	: 	: 	: 
Y15-24,M,DE80C	: 	13.9 	12.7 	17.1 	18.5 	18.4 	20.0 	26.1 	17.4 	: 	: 	: 
Y15-24,M,DE80D	: 	18.8 	17.6 	23.1 	22.3 	26.0 	24.7 	27.1 	17.0 	: 	: 	: 
Y15-24,M,DE80E	: 	16.3 	14.7 	18.7 	20.3 	17.6 	16.6 	18.3 	11.1 	: 	: 	: 
Y15-24,M,DE80F	: 	20.2 	18.3 	25.2 	23.8 	27.8 	24.0 	25.0 	18.3 	: 	: 	: 
Y15-24,M,DE80G	: 	15.7 	12.9 	17.9 	19.6 	18.9 	16.9 	19.0 	12.9 	: 	: 	: 
Y15-24,M,DE80H	: 	16.7 	15.7 	21.6 	23.0 	21.7 	20.8 	25.8 	16.0 	: 	: 	: 
Y15-24,M,DE80I	: 	20.4 	18.1 	22.4 	22.7 	26.3 	25.7 	29.7 	20.6 	: 	: 	: 
Y15-24,M,DE9	11.6 	10.4 	11.2 	12.0 	14.7 	17.0 	13.7 	13.4 	11.7 	9.0 	10.9 	9.3 
Y15-24,M,DE91	11.5 	11.6 	10.9 	13.7 	14.3 	20.8 	13.4 	18.9 	10.6 	11.8 	12.1 	12.6 
Y15-24,M,DE911	: 	11.0 	9.1 	11.9 	12.0 	19.2 	12.8 	20.8 	11.2 	: 	: 	: 
Y15-24,M,DE912	: 	11.5 	10.4 	13.2 	14.6 	19.3 	13.6 	18.6 	8.5 	: 	: 	: 
Y15-24,M,DE913	: 	9.3 	6.9 	10.5 	12.1 	18.0 	11.8 	15.2 	9.2 	: 	: 	: 
Y15-24,M,DE914	: 	10.4 	9.2 	13.1 	13.7 	17.8 	11.8 	16.7 	8.6 	: 	: 	: 
Y15-24,M,DE915	: 	10.2 	13.6 	17.1 	17.0 	24.7 	14.3 	21.2 	11.7 	: 	: 	: 
Y15-24,M,DE916	: 	13.1 	12.2 	13.7 	15.5 	23.7 	13.1 	18.7 	12.1 	: 	: 	: 
Y15-24,M,DE917	: 	13.3 	13.3 	16.8 	16.9 	19.8 	12.9 	16.6 	11.7 	: 	: 	: 
Y15-24,M,DE918	: 	13.3 	12.9 	14.3 	15.6 	22.4 	15.6 	20.8 	12.0 	: 	: 	: 
Y15-24,M,DE919	: 	17.6 	15.0 	16.8 	15.2 	27.7 	17.6 	23.4 	12.3 	: 	: 	: 
Y15-24,M,DE91A	: 	13.2 	11.2 	13.3 	12.6 	17.4 	12.5 	18.0 	10.6 	: 	: 	: 
Y15-24,M,DE91B	: 	10.0 	8.7 	10.4 	12.9 	19.7 	13.2 	16.9 	8.9 	: 	: 	: 
Y15-24,M,DE92	13.4 	13.3 	13.1 	12.4 	15.7 	17.3 	15.8 	12.5 	12.8 	3.2 	10.6 	8.2 
Y15-24,M,DE922	: 	8.9 	8.5 	8.0 	10.3 	12.1 	12.3 	8.7 	8.3 	: 	: 	: 
Y15-24,M,DE923	: 	14.1 	15.3 	14.8 	17.2 	19.0 	21.1 	16.3 	17.6 	: 	: 	: 
Y15-24,M,DE925	: 	14.5 	13.5 	12.2 	15.1 	16.5 	14.4 	12.4 	12.9 	: 	: 	: 
Y15-24,M,DE926	: 	14.0 	12.1 	11.6 	13.4 	15.8 	16.6 	12.8 	14.8 	: 	: 	: 
Y15-24,M,DE927	: 	13.5 	12.9 	11.6 	14.7 	16.1 	16.2 	12.8 	11.9 	: 	: 	: 
Y15-24,M,DE928	: 	13.5 	13.0 	12.1 	15.2 	17.4 	17.5 	12.9 	13.9 	: 	: 	: 
Y15-24,M,DE929	: 	13.8 	13.9 	13.2 	17.1 	18.6 	15.9 	12.7 	12.8 	: 	: 	: 
Y15-24,M,DE93	10.4 	9.8 	12.8 	10.9 	16.7 	19.1 	13.8 	11.7 	14.6 	14.2 	10.7 	9.2 
Y15-24,M,DE931	: 	12.7 	16.1 	12.6 	19.1 	22.5 	15.5 	12.0 	18.2 	: 	: 	: 
Y15-24,M,DE932	: 	9.7 	15.0 	12.1 	19.7 	22.3 	15.7 	12.7 	16.2 	: 	: 	: 
Y15-24,M,DE933	: 	8.3 	9.3 	7.7 	11.5 	14.5 	12.4 	10.5 	12.7 	: 	: 	: 
Y15-24,M,DE934	: 	15.5 	20.2 	15.4 	26.3 	28.1 	19.4 	15.8 	21.7 	: 	: 	: 
Y15-24,M,DE935	: 	10.1 	12.9 	10.9 	14.9 	19.4 	14.8 	15.5 	18.9 	: 	: 	: 
Y15-24,M,DE936	: 	8.7 	9.3 	10.0 	15.9 	19.6 	15.3 	12.3 	15.4 	: 	: 	: 
Y15-24,M,DE937	: 	7.0 	10.2 	10.0 	16.6 	17.6 	12.6 	10.3 	11.6 	: 	: 	: 
Y15-24,M,DE938	: 	10.7 	14.0 	13.8 	19.3 	18.6 	14.6 	10.7 	13.6 	: 	: 	: 
Y15-24,M,DE939	: 	10.3 	13.8 	11.1 	15.7 	18.0 	11.1 	9.9 	12.8 	: 	: 	: 
Y15-24,M,DE93A	: 	12.9 	17.4 	13.9 	20.6 	23.0 	15.0 	15.4 	16.9 	: 	: 	: 
Y15-24,M,DE93B	: 	7.4 	9.3 	7.4 	14.0 	16.0 	10.9 	8.7 	9.4 	: 	: 	: 
Y15-24,M,DE94	11.3 	8.1 	9.0 	11.4 	12.8 	13.0 	12.0 	11.9 	10.0 	8.1 	10.4 	7.8 
Y15-24,M,DE941	: 	13.1 	15.0 	19.0 	21.5 	20.5 	15.0 	16.6 	14.0 	: 	: 	: 
Y15-24,M,DE942	: 	10.9 	11.8 	16.0 	18.2 	15.4 	15.4 	14.9 	14.2 	: 	: 	: 
Y15-24,M,DE943	: 	13.1 	15.3 	18.6 	18.2 	15.7 	12.1 	12.3 	11.9 	: 	: 	: 
Y15-24,M,DE944	: 	10.3 	12.5 	14.8 	15.4 	16.8 	12.0 	12.1 	10.5 	: 	: 	: 
Y15-24,M,DE945	: 	11.6 	13.1 	17.6 	17.4 	20.3 	18.0 	17.4 	15.0 	: 	: 	: 
Y15-24,M,DE946	: 	6.7 	9.0 	12.1 	12.1 	11.2 	10.3 	10.1 	10.5 	: 	: 	: 
Y15-24,M,DE947	: 	10.1 	11.4 	15.7 	17.4 	15.7 	17.1 	15.7 	13.2 	: 	: 	: 
Y15-24,M,DE948	: 	7.3 	8.2 	9.7 	10.2 	11.2 	10.5 	10.8 	9.0 	: 	: 	: 
Y15-24,M,DE949	: 	6.2 	5.6 	7.7 	9.6 	10.3 	11.2 	10.9 	8.3 	: 	: 	: 
Y15-24,M,DE94A	: 	7.6 	10.6 	12.5 	13.9 	14.7 	13.8 	14.1 	12.8 	: 	: 	: 
Y15-24,M,DE94B	: 	4.9 	3.7 	6.7 	8.4 	9.5 	10.2 	10.3 	8.3 	: 	: 	: 
Y15-24,M,DE94C	: 	10.2 	12.0 	14.9 	17.4 	18.1 	17.4 	17.1 	11.6 	: 	: 	: 
Y15-24,M,DE94D	: 	8.9 	9.6 	10.6 	11.0 	12.0 	10.7 	10.4 	8.4 	: 	: 	: 
Y15-24,M,DE94E	: 	6.1 	5.7 	7.4 	10.6 	10.8 	9.2 	9.6 	7.7 	: 	: 	: 
Y15-24,M,DE94F	: 	5.7 	7.2 	8.1 	9.2 	8.9 	7.6 	8.0 	6.7 	: 	: 	: 
Y15-24,M,DE94G	: 	10.2 	13.1 	16.4 	15.2 	13.1 	14.0 	12.1 	10.8 	: 	: 	: 
Y15-24,M,DE94H	: 	9.4 	12.5 	14.9 	14.2 	14.7 	13.5 	13.7 	11.8 	: 	: 	: 
Y15-24,M,DEA	12.2 	13.8 	12.2 	13.6 	15.7 	17.3 	15.1 	13.5 	9.9 	8.3 	8.6 	10.8 
Y15-24,M,DEA1	13.1 	15.1 	12.9 	16.6 	16.4 	17.7 	15.6 	15.5 	10.2 	8.1 	11.6 	12.3 
Y15-24,M,DEA11	: 	12.9 	9.8 	13.3 	12.8 	14.5 	11.4 	12.6 	9.0 	: 	: 	: 
Y15-24,M,DEA12	: 	17.9 	15.0 	20.1 	19.0 	24.9 	21.8 	21.3 	14.0 	: 	: 	: 
Y15-24,M,DEA13	: 	19.4 	18.8 	25.5 	23.5 	23.7 	19.2 	16.4 	12.2 	: 	: 	: 
Y15-24,M,DEA14	: 	14.5 	12.4 	15.3 	13.7 	15.5 	15.8 	16.9 	11.0 	: 	: 	: 
Y15-24,M,DEA15	: 	20.5 	18.7 	23.6 	20.9 	22.4 	20.2 	21.0 	14.2 	: 	: 	: 
Y15-24,M,DEA16	: 	6.9 	8.6 	15.4 	17.3 	18.8 	17.0 	15.8 	8.1 	: 	: 	: 
Y15-24,M,DEA17	: 	19.4 	18.7 	25.1 	23.7 	24.2 	21.8 	20.5 	10.6 	: 	: 	: 
Y15-24,M,DEA18	: 	16.7 	11.1 	13.9 	15.9 	16.6 	14.6 	15.5 	9.7 	: 	: 	: 
Y15-24,M,DEA19	: 	16.9 	13.7 	15.1 	14.6 	13.6 	16.0 	16.1 	10.5 	: 	: 	: 
Y15-24,M,DEA1A	: 	24.0 	20.7 	22.7 	22.0 	21.2 	17.2 	16.2 	11.6 	: 	: 	: 
Y15-24,M,DEA1B	: 	10.6 	8.5 	12.0 	16.5 	16.9 	11.3 	12.2 	7.8 	: 	: 	: 
Y15-24,M,DEA1C	: 	12.5 	9.5 	12.5 	12.5 	13.0 	11.5 	10.9 	7.6 	: 	: 	: 
Y15-24,M,DEA1D	: 	10.0 	8.5 	11.4 	10.9 	11.8 	13.4 	12.6 	7.6 	: 	: 	: 
Y15-24,M,DEA1E	: 	11.4 	9.2 	11.1 	11.7 	13.5 	13.2 	13.0 	8.5 	: 	: 	: 
Y15-24,M,DEA1F	: 	13.0 	11.1 	13.3 	13.3 	14.6 	13.5 	15.8 	9.9 	: 	: 	: 
Y15-24,M,DEA2	11.4 	11.2 	10.9 	12.2 	13.4 	15.1 	11.4 	14.0 	7.8 	7.7 	7.3 	9.3 
Y15-24,M,DEA21	: 	9.2 	9.1 	11.2 	12.8 	14.9 	12.4 	15.2 	8.6 	: 	: 	: 
Y15-24,M,DEA22	: 	9.8 	11.0 	11.9 	11.0 	12.0 	8.0 	9.8 	6.1 	: 	: 	: 
Y15-24,M,DEA23	: 	12.1 	12.4 	12.9 	13.1 	15.0 	12.4 	16.4 	9.0 	: 	: 	: 
Y15-24,M,DEA24	: 	13.8 	14.5 	16.8 	18.0 	18.7 	12.9 	16.4 	9.2 	: 	: 	: 
Y15-24,M,DEA25	: 	13.1 	11.5 	13.5 	17.2 	20.1 	15.0 	17.7 	9.0 	: 	: 	: 
Y15-24,M,DEA26	: 	12.3 	12.1 	13.0 	14.9 	18.4 	13.3 	15.3 	8.4 	: 	: 	: 
Y15-24,M,DEA27	: 	10.7 	11.1 	12.6 	13.9 	15.4 	11.1 	13.4 	6.6 	: 	: 	: 
Y15-24,M,DEA28	: 	10.4 	9.9 	11.6 	12.5 	15.9 	11.3 	12.2 	7.2 	: 	: 	: 
Y15-24,M,DEA29	: 	12.2 	11.0 	13.6 	14.6 	15.5 	12.9 	15.8 	8.9 	: 	: 	: 
Y15-24,M,DEA2A	: 	11.6 	8.7 	9.6 	12.1 	14.7 	11.4 	13.2 	7.6 	: 	: 	: 
Y15-24,M,DEA2B	: 	10.1 	10.0 	11.3 	12.6 	14.2 	10.4 	12.4 	6.9 	: 	: 	: 
Y15-24,M,DEA2C	: 	10.0 	9.7 	10.7 	11.6 	11.0 	8.1 	10.0 	6.6 	: 	: 	: 
Y15-24,M,DEA3	10.0 	11.9 	10.3 	9.4 	17.1 	17.4 	15.5 	12.9 	11.2 	7.2 	5.4 	12.8 
Y15-24,M,DEA31	: 	15.8 	14.3 	13.7 	21.4 	20.9 	21.7 	17.1 	14.6 	: 	: 	: 
Y15-24,M,DEA32	: 	22.9 	21.9 	20.4 	33.4 	31.8 	27.3 	22.3 	19.2 	: 	: 	: 
Y15-24,M,DEA33	: 	9.4 	9.3 	8.6 	16.3 	14.7 	13.2 	9.5 	8.6 	: 	: 	: 
